STATE,CA,COND,K,MG,Sodium,ANC,CL,CO3,COLOR,DOC,HCO3,NH4,NO3,NTL,PTL,SIO2,SO4,TSS,TURB,AG_TOT,ASPCTDEG,ELEVMEAN,FOR_TOT,KM_SEA,POPDENKM,PRECIP_M,RD_DEN,RNG_TOT,SLOPMEAN,WSAREA,W1_HALL,LAT_DD,LON_DD
OR,132.6,45.72,12.9,82.3,186.8,276.8,97,0.266942031,10,1.62,253.7454096,1.5,12.1,324,6,9.14,38.9,2.2,0.583,0.09,270,277.3,96.96,9,0.228,1.66,14.46,2.1,22.33,851.6477,2.174322727,43.77611,123.96639
ID,95.2,22.67,14.4,38.7,60.1,178.4,3.1,0.478258799,0,2.48,180.9856758,0.5,3.6,104,3,11.09,22.3,0,0.162,0,99,1446.6,90,503,0.03,1.317,2.52,9.81,21.08,66.5886,0,46.97061,115.67634
OR,400.5,118.1,77.6,437.9,243.6,1291.2,22.3,44.831,5,1.48,1070.43,1.1,0,174,26,35.56,15.4,2.7,1.84,0.64,309,1562.8,90.18,407,0.032,0.67,23.6,7.39,11.04,411.6721,2.174254545,44.62214,118.57732
OR,2836.4,368.5,27.1,798.3,291.1,4140.3,9.3,54.091,10,1.61,3557.209,0.8,2.1,135,4,20.98,281.9,0.1,0.234,0,351,1644.9,95.67,366,0,0.528,7.79,4.34,12.63,38.6722,0.477281818,44.20009,119.3513
OR,209.9,44.02,22.6,120.3,86,437.1,11,1.617,5,1.49,368.638,0.9,0,124,5,20.71,9,0.1,0.151,0,306,1884.3,84.81,381,0,0.74,14.17,15.05,10.36,3.4869,2.2778625,44.84933,118.78612
OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3230625,NA,NA
ID,2158.5,318.4,10.3,1044,52.9,2478.1,20,50.55819119,10,1.5,2464.749359,0.5,10.7,186,3,4.33,879.2,7.7,0.39,0,12,2790.8,23.27,755,0,0.789,2.34,52.74,22.22,145.7734,1.365415385,44.27217,113.65676
OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.095292857,NA,NA
WA,485.8,101.6,56.8,301.2,161.9,959.1,16.6,9.048434053,5,0.86,943.0933008,0,7.1,155,46,39.43,27.5,1.8,0.301,0.03,77,1387.9,54.98,403,0.009,0.714,6.19,34.86,24.03,113.9332,0,46.25916,117.2983
WA,385.8,77.98,18.6,247.1,150.3,735.1,25.9,3.829177978,10,0.36,709.7195802,0.1,0.7,24,30,23.23,46.8,1.3,6.65,0,140,1464.9,91.09,112,0.08,1.538,2.71,6.2,14.01,50.2387,0.33335,46.64714,121.25314
WA,277.7,55.99,4.6,138,81.2,423.3,38.1,1.061429941,20,3.22,420.6031962,0.7,2.1,184,4,7.92,13.7,2,1.11,0.01,229,230.9,92.42,9,25.043,1.683,15.77,0.23,7.21,28.83,0.265154545,47.51495,122.88112
WA,350.8,68.23,13.1,186.8,141.1,592.2,36.1,1.986266241,20,3.75,557.2097354,0.4,9.3,267,13,15.68,47.1,1.9,0.64,0,236,252.2,80.23,33,2.361,1.687,10.81,0.73,8.29,41.5108,0.181827273,47.60549,121.88473
WA,702.5,94.02,3.1,106.2,83.1,758.7,36.4,4.505686005,0,0.45,727.3478467,0.2,2.9,43,10,6.21,129.3,0.2,0.146,0,82,1151.1,84.59,11,0.035,2.469,0,10.57,30.86,143.09,0,47.68431,123.06967
WA,130.6,23.44,9.2,25.7,65.7,187.6,11.8,0.159325234,5,0.62,173.8864735,0.4,2.1,52,1,9.98,15.2,0.2,0.23,0,194,1776.6,45.76,112,0,2.233,0,28.73,22.7,10.5509,0,46.48341,121.49365
WA,293.9,50.31,8.3,120.4,95.1,441.7,16.9,1.43901684,10,0.89,422.7144662,0.1,0.7,49,2,10.57,42.9,0,0.15,0,161,1588.8,94.27,106,0.104,1.698,0.7,3.29,12.99,19.1385,0,46.69194,121.30191
WA,758.2,209.7,94.5,759.7,481.7,2056,44.6,15.9477755,5,1.77,2044.943662,0.1,1.4,73,89,54.45,75,0,0.502,3.67,108,923.4,8.57,143,0.174,0.677,9.07,87.69,8.92,97.6958,1.090959091,46.87763,120.57266
WA,238.5,35.92,3,42.4,40.9,293.5,16.9,0.877417376,5,1.05,282.609961,0.1,3.6,83,1,4.69,23.7,0.5,0.092,0,127,1367.3,69.6,78,0,3.328,0,23.86,28.67,10.6544,0,47.40512,121.28533
WA,325.3,40.32,2.9,57.3,28,327.2,11,0.486434128,10,1.12,291.7462424,0.1,3.6,67,0,3.66,62,1.3,0.356,0,119,1110.9,79.12,75,0.563,2.189,0,12.55,30.51,62.1408,0.469713636,48.57332,121.42803
WA,648.4,85.49,6.8,114.2,97.9,753.3,8.5,5.187183542,5,0.69,729.3111439,0.3,2.9,38,0,8.55,93.1,0,0.072,0,218,1829.2,64.86,145,0.003,1.123,1.76,26.51,27.65,315.892,0.030304545,48.70086,120.49065
WA,124.5,24.4,8.4,44.3,36.1,182.8,5.4,0.906941236,10,1.01,188.6081185,0.1,3.6,70,0,5.12,20.4,0.5,0.183,0,6,1130,76.77,96,0.677,1.922,0.07,10.55,29.75,7.3939,0,48.71015,121.14456
WA,391.3,82.63,56.5,246,116.4,758.5,12.4,4.590229782,10,1.89,740.995654,0.3,2.1,111,36,34.04,17.3,1.5,0.384,0,232,1379.1,60.11,393,0,0.842,2.62,38.88,27.83,54.9419,0.030304545,46.03659,117.56858
WA,517.6,82.24,5.8,120,115.4,491.8,63.2,0.344310531,5,0.42,473.0766807,0.1,4.3,71,5,7.23,197,0.1,0.135,0,118,570.6,99.9,34,0.134,3.453,0,0.05,28.94,7.4456,0,47.83317,123.99033
WA,367.2,71.66,17,208,162.6,640.2,46.5,1.456793934,40,5.35,590.7168494,0.6,7.9,381,22,16.67,47.7,4,1.34,0,232,253.2,78.29,34,1.11,1.706,11.06,0.59,8.74,35.1323,2.333391667,47.60794,121.86619
WA,213.8,46.55,25.4,158.1,59.2,392.8,16.9,5.342207032,10,0.93,351.3192517,0.4,4.3,118,3,7.84,52.7,0.2,0.606,0.64,154,1270.5,72.81,130,2.109,1.524,6.65,16.36,24.42,2990.1088,2.651595455,47.54385,120.5624
OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.773907143,NA,NA
OR,708.1,165.6,50.5,514,501.1,1644.2,29.9,56.82253325,12,2.39,1594.049582,0.9,1.4,243.125,13.22625,21.98,117.2,1.92,0.865,1.91,266,1372.1,60.29,312,0.624,0.529,11.82,36.94,12.66,12541.1123,1.840990909,44.81946,119.7822
OR,304.6,106.9,44.7,371.9,403.6,983.4,49.9,31.61178273,5,0.76,866.6230236,0.4,7.1,190,75.9975,30.55,37.1,4.76,0.74,4.74,28,1332.6,47.03,222,4.887,0.518,13.47,44.72,5.99,21289.9533,1.424277273,44.79317,121.14458
OR,308.6,70.1,10.2,111.3,254.9,405.9,108.6,1.297033845,15,0.72,381.0066389,0.7,15,258.75,17.59625,14.9,128,3.68,0.453,0,351,415.2,90.28,22,0,3.19,17.15,8.98,14.59,8.1113,0,45.20871,123.64986
OR,270.6,50.2,18,137.3,107.4,501.7,14.7,2.026765762,5,0.64,495.2047408,0.4,3.6,66.875,6.09375,18.53,3.5,0.16,0.104,0,359,1366,98.67,148,0,1.827,0,1.52,30.59,2.48,1,43.95093,122.11568
OR,222.7,34.54,31.1,37.5,71.4,337.3,8.8,0.732818365,5,0.82,297.1512619,0.5,0,80,2.893,9.81,10.5,0.6,0.275,0,324,2216.9,44.27,440,0.031,1.567,0,17.2,24.46,31.8343,0,45.2719,117.46555
OR,232.9,50.13,17.1,144.8,125.2,471.2,20.9,0.596282623,20,0.21,460.7160982,0.4,1.4,23.75,8.98375,25.28,5,0.4,0.088,0,158,1319.2,69.54,173,0,1.084,10.29,5.37,6.9,9.2017,1.484881818,45.19196,121.54788
OR,2700.6,466.1,49.1,1493.9,1058.3,4650.3,113.1,21.86496419,5,2.63,4146.961512,0.8,1.4,198.125,39.015,27.86,565.5,0.4,0.489,0,312,1587.7,69.85,369,0.061,0.493,12.68,29.76,11.76,163.3379,2.500036364,44.0151,119.33692
OR,979,177.3,51.1,552.3,367.1,1931.2,14.7,29.96938664,5,1.18,1926.012446,0.6,2.9,108.125,27.42125,39.64,5.6,3.16,0.583,0,111,1420.3,79.19,346,0,0.481,15.38,20.83,8.92,15.6122,1.765168182,44.27744,119.59314
OR,1924.6,404.1,39.4,1442.8,1196.6,4454.2,70.2,96.98036558,5,2.67,4024.065594,0.9,0,181.25,92.44625,39.41,34.8,0.8,0.72,0,177,1152.2,79.78,297,0.171,0.416,11.25,20.17,10.76,58.633,2,44.85744,119.96734
OR,321.4,66.22,28.5,213.5,130.5,586.8,8.7,10.77355123,0,1.7,537.452535,0.4,0,113.75,10.7625,19.2,55.2,3.28,0.729,0.33,278,1493.2,73.11,351,0.159,0.667,15.72,24.73,11.54,2672.6511,1.492481818,44.99359,119.11039
OR,361.1,100.8,46.5,338.8,320.9,1022.4,23.1,39.5624002,20,3.69,841.9065071,0.6,0,270,61.8225,31.78,15.6,5.84,2.69,3.99,283,1615.1,64.78,216,0.427,0.582,13.72,24.88,5.27,3750.7712,1.477336364,42.56563,121.68148
OR,214.2,57.37,22,139.8,196.1,432.1,44.3,5.618041859,0,0.93,414.5397729,2,10,248.75,43.66,18.67,59.1,6.48,1.21,4.07,305,893.8,85.11,75,16.297,1.659,12.22,5.03,15.89,8817.6551,1.386422727,44.14963,123.12275
OR,784.4,174.2,50.6,556,505,1728.2,30.2,79.45596301,15,2.25,1614.759061,1.2,1.4,229.375,12.70125,22.76,105.3,1.88,0.618,1.87,266,1363.8,59.89,307,0.627,0.526,11.77,37.37,12.68,12871.9742,1.537936364,44.81599,119.85593
OR,882.2,201.9,49.9,671.7,574.2,1929.9,37.2,142.2611123,10,2.07,1702.422828,0.6,0,223.75,11.82,24.38,112.8,1.92,0.559,1.79,265,1339.5,58.65,285,0.597,0.517,11.45,38.72,12.81,13805.2513,0.871245455,44.75114,120.24001
OR,1373.2,242.6,55.4,872.8,335.5,2589.1,26.5,30.46014441,10,2.17,2702.173263,0.6,0,291.875,19.77875,35.51,5.8,7.92,0.675,0.01,180,1502.7,69.76,316,0,0.52,11.29,30.21,8.72,11.0384,2.674309091,44.26846,119.97696
OR,233.5,64.86,16.9,138.5,161,388,53.3,2.383186569,8,0.64,359.0370584,0.4,0,43.125,16.14125,19.19,104.7,8.8,4.83,2.63,293,819.1,87.84,101,8.937,2.207,12.03,2.63,15.85,1248.4691,1.727345455,45.51505,122.36105
OR,179.4,35.3,9.6,86.8,93.2,354.7,18.6,0.944790567,5,0.87,326.0744594,1.8,1.4,219.375,9.06,15.99,3.7,0.1,0.301,0,248,1286.7,81.13,147,0,2.243,0,3.97,21.12,0.7023,2.1667,44.54929,122.07407
OR,1942.6,295,102.1,707.1,395.8,2440.4,34.4,40.91320084,10,1.38,2510.988318,0.6,26.4,526.875,39.98875,32.73,629.2,15.4,1.3,0,115,1519.2,32.88,492,0.089,0.39,6.85,67.04,16.24,22.4775,1.83335,44.42964,117.51413
OR,139.8,44.44,19.7,72.8,175,229.7,135.4,0.415813755,10,1.6,222.2696091,0.6,7.9,265,8.12375,15.24,25.8,1.4,0.529,0,184,328.3,98.14,25,0,1.608,11.61,1.52,20.73,40.3739,0.6667,43.85208,123.71965
OR,367.5,96.72,57,200.4,456.3,916.5,13,105.7767148,15,1.79,695.6187969,1,3.6,210.625,15.04,28.06,7.3,3.48,1.46,0.85,252,1347.9,57.74,360,0.3,0.645,19.16,38.42,7.74,1037.5657,1.447009091,45.03431,118.97695
OR,1068.4,206.3,39.3,790.6,326.5,2229.4,20.9,55.30428551,10,1.88,2242.539081,0.9,1.4,136.875,43.72375,43.16,7.7,2.56,0.751,0,288,1508.2,74.55,376,0.062,0.497,20.9,25.39,12.43,16.0707,1.333354545,44.711,118.95006
OR,673.7,126.3,28.8,440.3,189.4,1299.2,13.8,9.767902575,10,1.5,1224.003201,0.4,2.1,115,28.22625,38.9,10.4,5.44,0.196,0,255,1823.1,90.28,360,0,0.548,4.24,9.52,15.33,1.949,1.621227273,44.35097,119.41207
OR,1405.2,300.5,93.2,854.3,901.7,2863.8,137.9,6.638357668,5,3.19,2951.493849,0.8,11.4,500,62.7125,44.23,181.1,4.52,0.707,0.14,319,1208.5,57.63,283,0.115,0.449,13.57,41.6,11.12,218.3102,1.5,45.16741,119.95186
OR,1002,162.9,25.8,672.4,137.8,1690.8,7.3,30.29410563,5,0.84,1695.662321,0.4,0,36.875,9.355,23.44,96,0.2,0.338,0,290,1632.2,76.22,409,0,0.69,19.95,21.65,11.63,33.211,1.833336364,44.77941,118.45238
OR,183.2,39.09,15.5,143.3,74.9,377.6,4.5,1.535078962,5,0.88,358.1887605,0.7,1.4,68.125,4.18,14.29,14.8,1.12,0.152,0,1,2052,85.62,392,0,0.896,0,13.88,14.66,3.3374,1.818272727,44.77885,118.68596
OR,473.5,110.6,54.9,354.4,267,1067.5,18.9,11.76752796,15,2.84,1020.15573,0.6,0,147.5,17.2025,29.87,38.3,5.92,0.761,0,228,1379.4,79.14,324,0.118,0.613,8.98,18.58,11.4,25.456,0,45.05222,119.45154
OR,253.7,52.55,18.8,114,161.5,491.2,14.7,2.735931545,5,1.47,462.4730835,0.9,1.4,127.5,30.78125,24.95,15.4,4.56,1.13,0,309,1804.3,98.06,394,0,0.771,0,1.53,10.61,6.2429,0.303045455,44.95509,118.54965
OR,463.2,78.05,15.8,135.4,170.9,670.3,9.3,4.216500684,10,0.94,665.1711576,0.4,1.4,73.125,17.8,19.05,98.3,0.52,0.19,0,20,1788.8,98.03,390,0,0.735,0,2.3,15.9,0.5876,0,44.96174,118.60722
OR,306.8,70.3,6.6,177.4,216,577.6,111.5,2.509262489,0,0.56,559.148712,0.8,6.7,168.125,9.4875,18.87,31.1,1.6,0.135,0,303,702,91.89,36,0,2.702,18.4,0.2,16.79,5.9565,0.33335,45.30062,123.47625
OR,2745,500,34.1,1705.3,1477.2,4977,101,111.1287137,5,1.67,4506.169482,0.4,1.4,101.875,5.18375,22.24,784.9,0.2,0.355,2.73,32,1271.6,48.45,298,0.224,0.476,11,48.83,14.18,22.3109,2.25,44.56008,120.17442
OR,271.2,70.8,25.6,146.3,232.1,416.5,218,1.18642405,10,1.91,391.0399926,0.9,4.3,208.75,23.28875,14.84,20.8,2.28,2.29,4.6,284,292.7,87.45,40,2.221,1.266,18.42,5.8,14.09,325.6086,0.545454545,43.87526,123.50137
OR,391.1,91.64,30.2,338.4,208.4,829.7,64.3,13.4352898,10,1.33,787.4595839,1.1,9.3,266,57.473,21.94,45.6,1.88,0.613,5.74,255,901.3,82.35,19,16.151,1.298,13.65,9.43,16.72,12936.6367,0.515177273,42.52151,124.16393
OR,830.3,192.6,75.9,803.9,492.4,2165,33.6,56.89316492,10,2.25,2056.086248,0.6,1.9,219,24.866,33.16,7.8,4.2,5.71,0,302,1687.1,72.68,266,0.226,0.59,9.36,21.52,6.28,141.8782,1.136404545,42.32293,120.98587
OR,292.4,91.8,38.7,301.7,324.8,857.5,43.4,10.00808149,10,1.03,791.2834224,0.5,4.3,217.5,101.12375,26.58,33.1,48.96,5.54,5.09,27,1230.4,43.86,206,3.901,0.516,12.14,47.92,6.78,27576.6578,1.098527273,45.41337,120.86524
OR,170.3,25.94,16.3,12.4,55.4,209.9,13.1,0.489376163,0,0.99,189.5064716,2.8,1.7,284,3.399,6.18,23.8,2.36,0.281,0,148,2442.2,2.37,456,0,1.829,6.5,18.37,27.72,1.4403,0,45.15893,117.31785
OR,2426.6,431.8,28.4,2318.2,340,4724.2,43.2,108.3889363,5,1.72,4295.02987,0.9,3.6,190.625,15.88125,32.24,198.4,3.84,0.31,0,288,1471.9,82.63,362,0,0.487,9.95,16.91,10.45,37.6925,1.636390909,44.25839,119.39838
OR,994,201.3,39.4,785.8,416.8,2169.1,20.6,47.94550938,5,1.04,2181.369173,0.6,2.1,78.125,52.525,38.39,14.6,2.52,0.572,0,322,1688.5,79.48,327,0.041,0.691,16.81,19.66,12.39,97.3513,0.226192857,44.44277,119.81356
OR,1678.1,358.5,51,1275.8,929.1,3742.1,62.6,40.64289139,10,2.03,3523.431487,0.9,3.6,220,59.64875,46.89,40.8,7.08,1.2,0,31,1262.4,56.64,306,0.18,0.466,12.56,42.67,13.42,55.5616,1.787895455,44.76812,119.90937
OR,582.8,112.2,79.2,297.7,236.5,1134.9,12.7,18.72242012,10,1.76,1072.366456,0.7,0,84.375,82.37125,41.03,46,0.8,0.668,0,168,1514.7,90.62,380,0,0.704,30.59,9.28,16.08,9.421,0.060609091,44.99637,118.72535
OR,142.9,43.57,41.2,94.4,182.7,400,24,1.131513609,5,1.45,372.9417599,0.9,0,166.25,21.525,33.75,4,4.88,0.412,0,130,1438.8,99.55,172,0,0.951,0,0.37,17.2,1.9365,0,45.30179,121.44914
OR,2752.5,408.8,40.5,853.9,937.8,4532.8,91.7,67.96166855,5,2.32,4076.104103,0.9,2.9,333.125,65.69125,30.96,79.9,11.16,3.92,1.2,290,1123.9,53.7,274,0.241,0.439,11.34,44.76,13.9,78.9586,2.234881818,44.99278,120.19689
OR,832.3,157.5,41.9,587,213.2,1488.8,12.4,28.84907613,12,1.4,1439.173469,0.4,0,75.625,6.94875,25.1,161.4,3.24,0.503,0,342,1635.8,77.19,414,0,0.671,11.21,22.34,9.76,4.4236,1.65155,44.78677,118.37703
OR,567.4,116.3,54.8,369.7,248.8,1202.6,13,10.32186087,10,2.23,1152.760895,1.4,3.6,237,11.406,32.87,7.5,2.08,0.405,0,192,1464.1,72.67,332,0.026,0.74,12.56,15.65,8.21,38.8451,0.606090909,45.05039,119.34993
OR,1394.2,313.2,30.4,1040.6,1110.9,3371.5,138.2,28.18242527,7,1.19,3295.790507,1,30.7,625,53.553,39.15,166.8,6.8,0.368,0.03,279,1361.2,41,333,0.115,0.404,7.77,58.92,14.38,17.3429,1.515227273,44.62332,119.63725
OR,274.2,66.71,52.9,157.8,217.8,655.9,10.4,15.74800521,10,1.47,595.9458286,0.9,0,131.875,17.2225,34.95,22.5,177.3636364,1.03,0,160,1556.9,69.84,339,0,0.879,8.77,18.63,7.67,39.448,0,45.09129,119.21856
OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401531818,NA,NA
OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393959091,NA,NA
ID,503.5,117.4,84.7,206.2,383.3,969.9,124.4,4.158117767,15,1.13,948.1521186,0.6,4.3,207,40,47.95,113.9,6.1,4.21,0,76,1730.1,1.18,640,0.004,0.407,7.08,98.55,6.45,191.72,0.090913636,42.73022,116.10283
ID,105.4,22.4,8.7,14.7,75.9,185.2,5.4,0.184598599,0,1.32,179.5600162,0.5,2.1,566,83,8.84,11.7,0.5,0.27,0.01,322,2205.2,69.28,548,0,1.498,0.54,18.21,22.09,31.0629,0,45.13492,115.98106
ID,274.9,51.06,19,78.3,142,462,11,1.01220104,20,2.68,429.7817934,0.4,5,238,44,17.25,26.6,4.4,1.15,0.03,241,1735.4,85.88,578,0.08,0.855,12.93,12.26,15.2,74.9202,1.631958333,44.3463,116.23931
ID,83.9,19.49,12.6,20,66,150,3.4,0.055317928,10,2.55,144.8262009,0.2,0.7,25,2,11.45,8.7,0.6,0.154,0,187,2568.9,77.81,652,0,0.987,7.78,5.33,12.6,1.6899,0.363636364,45.05314,114.56209
ID,2991.9,366.1,16.8,842.9,291.6,3806.9,181.1,86.56650049,10,1.17,3675.624144,0.4,7.9,181,17,15.97,102.4,4.9,1.42,0,124,1937.2,48.79,923,0.116,0.762,3.83,48.62,14.71,17.2276,0.303031818,42.72383,112.42346
ID,2141.4,280.3,13.4,714.1,68.3,2411.6,33.6,62.6981368,5,1.36,2372.661971,1,5.7,176,23,6.12,457,3.8,0.491,0,88,2678.2,62.75,818,0,0.624,0,23.77,28.1,40.4653,0,44.36224,112.69213
ID,784,130.5,9.7,165.4,358,1195.8,51.1,5.138543528,15,2.83,1171.71307,0.4,2.1,490,120,20.55,55.4,39.6,13.7,0,99,2472.6,41.28,784,0,0.639,0.38,58.19,21.39,1.3083,0.242427273,44.00835,113.45559
ID,205.8,45.86,57.2,63.7,153.3,394.3,35,0.923908909,15,2.54,366.1089865,0.7,6.4,280,33,34.67,19.8,1.9,3.55,0,164,2133.1,21.66,757,0,0.647,10.72,78.15,12.33,41.7707,0.181818182,42.08026,114.26379
ID,999.9,182.9,112.3,364.8,423.9,1649.6,145.8,53.233971,20,2.66,1600.184643,0.5,0,224,23,39.54,115.3,5.1,3.4,0.03,215,1858.7,2.33,735,0.002,0.363,9.71,97.28,6.06,623.8417,0.909136364,42.02202,114.53395
ID,571.4,105.8,7.2,351.2,179.6,934.3,86,5.073712539,15,2.2,962.2924806,0.6,0,208,33,9.98,56.6,8.8,2.47,0,216,2156.1,8.33,758,0,0.589,9.33,91.6,14.33,12.0362,0.643968182,42.07645,114.24879
OR,430,83.63,15.3,182.9,209.2,802.6,39.2,1.642,5,1.4,730.054,0.7,5,120,23,16.7,9.8,3.6,1.81,0,61,636.3,92.57,86,2.682,1.53,12.57,1.77,20.45,10.4439,0.866685,43.69991,122.84892
WA,304.9,50.23,13.4,129.4,123.9,533.5,7.3,1.841,10,0.96,460.236,0.4,0,36,3,19.33,9.4,0.1,0.155,0,151,1108,98.58,108,0,1.053,9.22,0.24,16.65,7.7655,1.439427273,47.91787,120.71826
WA,442,97.44,33.9,389.1,159.9,816.4,38.1,68.353,10,0.86,696.207,1,22.1,395,10,9.52,83.1,1.3,0.43,1.3,143,1211.8,70.95,143,3.775,1.42,7.27,18.52,24.13,3394.2657,2.037945455,47.48772,120.41352
WA,204.9,56.38,30.9,283.2,52.2,501,13.3,3.258,5,0.72,468.739,0.2,1.4,49,1,7.59,42.5,0.7,0.167,0,109,1553.3,70.99,115,0.115,1.846,1.29,17.72,26.92,469.255,0.757604545,47.55338,120.76985
WA,120.7,24.38,20.4,40.7,48.4,171.8,10.4,0.208,5,0.96,157.21,0.5,2.9,51,1,8.19,38.5,0.2,0.135,0,80,1380.6,85.03,90,0.027,2.096,5.28,8.37,25.88,36.4251,0.393959091,47.82841,120.98266
WA,79.2,12.84,8.5,8.9,19,82,3.9,0.112,10,0.63,86.585,0.4,3.6,50,2,2.86,21.7,0.3,0.125,0,339,1662.6,66.29,86,0,3.067,0,1.83,28.26,2.7073,0,47.98425,120.99859
WA,216.4,36.24,5.5,47.7,92.9,252.9,17.8,0.619,5,0.54,234.126,0.4,0,29,1,11.08,81.8,0,0.066,0,48,1211.2,85.11,58,0.087,2.113,14.38,2.6,27.71,23.1078,0.819458333,47.04861,121.70081
WA,1081,188.8,47,531.7,264.8,1762.6,27.4,14.395,5,1.38,1571.108,0.5,6.4,144,22,28.48,280.9,0.7,0.22,0.17,107,957.9,86.75,288,0.105,0.505,14.67,3.86,15.06,19.111,1.916690909,48.20525,118.32031
